Company_Name,Industry (Exiobase),Total Environmental Cost,Biodiversity,Abiotic Resources,SDG 1.5,SDG 2.1,SDG 2.2,SDG 2.3,SDG 2.4,SDG 3.3,SDG 3.4,SDG 3.9,SDG 6,SDG 12.2,SDG 14.1,SDG 14.2,SDG 14.3,SDG 14.c,SDG 15.1,SDG 15.2,SDG 15.5,Environmental Index
AXALTA COATING SYSTEMS LTD,Chemicals nec,0.878308714,0.993802925,0.999236346,0.882896325,0.99387507,0.993871661,0.8804883,0.8804883,0.993932879,0.058032176,0.997766374,0.608865263,0.999236346,0.999837159,0.996170594,0.994218209,0.999837764,0.020525714,0.020525714,0.891159176,0.07
INTL FLAVORS & FRAGRANCES,Chemicals nec,0.878813808,0.994389483,0.999353184,0.88346124,0.994438442,0.994433029,0.881083131,0.881083131,0.994488412,0.058249477,0.99810812,0.608826132,0.999353184,0.999893135,0.996757358,0.994748428,0.999893266,0.020520457,0.020520457,0.891719086,0.08
ECOLAB INC,Chemicals nec,0.875082366,0.990734163,0.997614628,0.880449003,0.991312554,0.991374928,0.877049983,0.877049983,0.991437328,0.054743332,0.993022692,0.608437902,0.997614628,0.997081581,0.988002224,0.991837035,0.997081884,0.022556089,0.022556089,0.888735979,0.2
MICROSOFT CORP,Computer and related activities (72),0.864297328,0.979105226,0.999585751,0.868504744,0.979308441,0.979288304,0.866351638,0.866351638,0.979495521,0.057237546,0.998441334,0.608164336,0.999585751,0.999923668,0.988650752,0.98044596,0.999923151,0.020450257,0.020450257,0.876842009,0.02
NORTONLIFELOCK INC,Computer and related activities (72),0.879867913,0.99535496,0.999981883,0.884434262,0.995357432,0.995353074,0.882041787,0.882041787,0.995392803,0.058892618,0.999931935,0.608917213,0.999981883,0.999781182,0.999505883,0.995608422,0.999780127,0.020891127,0.020891127,0.892680981,0.12
VIRTUSA CORP,Computer and related activities (72),0.880246125,0.995769188,0.999996195,0.884803491,0.995766161,0.99576206,0.882407189,0.882407189,0.995801132,0.058802476,0.99998578,0.608952348,0.999996195,0.999954201,0.999891912,0.995999329,0.999953037,0.020731227,0.020731227,0.893048614,0.13
INTL BUSINESS MACHINES CORP,Computer and related activities (72),0.873038292,0.987289118,0.999701255,0.877250667,0.987400424,0.98739108,0.874932283,0.874932283,0.987443166,0.060659855,0.998875982,0.60874142,0.999701255,0.996381873,0.991816189,0.987995447,0.996381707,0.024025712,0.024025712,0.885527268,0.13
ORACLE CORP,Computer and related activities (72),0.877312607,0.992265645,0.999850508,0.881746959,0.992320082,0.992314061,0.879378423,0.879378423,0.99235309,0.059719938,0.999437565,0.608856128,0.999850508,0.998188392,0.995908094,0.992693945,0.998189786,0.022358545,0.022358545,0.89000039,0.15
VMWARE INC -CL A,Computer and related activities (72),0.879930903,0.995378676,0.999966339,0.884499499,0.995388076,0.995383902,0.882103765,0.882103765,0.995419871,0.058990486,0.999873445,0.60892322,0.999966339,0.999592897,0.999073531,0.995632004,0.999592275,0.021064762,0.021064762,0.892743022,0.21
TERADATA CORP,Computer and related activities (72),0.880243018,0.995746526,0.999991903,0.884792826,0.995745434,0.995741355,0.882396085,0.882396085,0.995779664,0.0588295,0.999969665,0.608959581,0.999991903,0.999900769,0.999783824,0.995978287,0.999901804,0.020779214,0.020779214,0.893037333,0.22
ADOBE INC,Computer and related activities (72),0.879948174,0.995385527,0.99996613,0.884506585,0.995394805,0.995390639,0.882110706,0.882110706,0.995426498,0.058991811,0.999872687,0.608933596,0.99996613,0.999590353,0.999073531,0.995638171,0.99959014,0.021067136,0.021067136,0.892749688,0.22
WORKDAY INC,Computer and related activities (72),0.880231716,0.995728081,0.999989432,0.884781109,0.995727824,0.995723753,0.882384195,0.882384195,0.995761676,0.058845059,0.99996028,0.608959526,0.999989432,0.99987278,0.999706618,0.995960873,0.999871919,0.020806853,0.020806853,0.89302554,0.24
SALESFORCE INC,Computer and related activities (72),0.881298217,0.996805811,0.999950169,0.88594595,0.996823058,0.996820443,0.883524894,0.883524894,0.996839268,0.059092327,0.999812585,0.608965064,0.999950169,0.999396979,0.998641178,0.996981765,0.999395884,0.021245349,0.021245349,0.894170996,0.18
AUTODESK INC,Computer and related activities (72),0.880742542,0.99629356,0.999990382,0.885334746,0.996293491,0.996289962,0.882929162,0.882929162,0.996322762,0.058839093,0.999963882,0.608962154,0.999990382,0.999882958,0.9997375,0.996495445,0.999882592,0.02079617,0.02079617,0.893573144,0.09
OWENS CORNING,Construction (45),0.853858726,0.966674712,0.999998052,0.857395878,0.966342708,0.96631925,0.855372735,0.855372735,0.966485389,0.063722472,0.999994312,0.607774043,0.999998052,0.995084232,0.999984559,0.967315487,0.995083818,0.025528569,0.025528569,0.865735604,0
AECOM,Construction (45),0.879217243,0.994649825,0.999994386,0.883695489,0.994658054,0.994655188,0.881281994,0.881281994,0.994706043,0.058639838,0.999983316,0.608954368,0.999994386,0.999987278,0.999953677,0.994955399,0.999987192,0.020696975,0.020696975,0.891952381,0.03
FLUOR CORP,Construction (45),0.879614131,0.995086714,0.999994665,0.884124984,0.995094661,0.995092106,0.881706397,0.881706397,0.99513882,0.058646633,0.999984169,0.608956407,0.999994665,0.999989822,0.999969118,0.995367711,0.999989327,0.020696466,0.020696466,0.89237744,0.05
KB HOME,Construction (45),0.880179939,0.99570015,0.999998754,0.884726411,0.99569896,0.995695287,0.88232391,0.88232391,0.995735956,0.058747097,0.999996398,0.608959263,0.999998754,0.999997456,0.999984559,0.995937473,0.999997865,0.020690361,0.020690361,0.892972729,0.05
MASCO CORP,Construction (45),0.880079589,0.995680651,0.999997689,0.884707704,0.995681962,0.995678717,0.882298809,0.882298809,0.995719637,0.058720901,0.999993175,0.608882213,0.999997689,0.999994911,0.999984559,0.995921692,0.999995731,0.020692057,0.020692057,0.89295427,0.05
FREEPORT-MCMORAN INC,Copper production,0.820649664,0.940171003,0.021861115,0.849795045,0.939498475,0.939481762,0.84774224,0.84774224,0.938051591,0.128947461,0.021861133,0.588496462,0.021861115,0.907155088,0.930113338,0.938385129,0.907156107,0.107219719,0.107219719,0.85788867,0.08
COTERRA ENERGY INC,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.84756355,0.959687653,0.999490805,0.854865661,0.961412767,0.961766669,0.847184872,0.847184872,0.96166126,0.058448509,0.99925432,0.605802701,0.999490805,0.97408281,0.994070597,0.962586514,0.974082779,0.046161109,0.046161109,0.863222678,0.12
CONOCOPHILLIPS,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.769062614,0.85809019,0.991320737,0.769254298,0.859712215,0.859859045,0.764637948,0.764637948,0.859337386,0.114547855,0.987287614,0.604726365,0.991320737,0.907155088,0.900775146,0.864077673,0.907156107,0.111227395,0.111227395,0.778029817,0.02
NOBLE ENERGY INC,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.867443182,0.980157659,0.998940353,0.872003895,0.980380469,0.980390028,0.869392364,0.869392364,0.980340536,0.066504842,0.998448065,0.607946399,0.998940353,0.987677503,0.987894135,0.981231946,0.987676458,0.032715765,0.032715765,0.880365028,0.02
MARATHON OIL CORP,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.864260925,0.961507409,0.998562427,0.86677528,0.961053104,0.961071622,0.864036173,0.864036173,0.959848083,0.12152202,0.997894541,0.608198318,0.998562427,0.92293796,0.983555171,0.961456059,0.92293784,0.096436551,0.096436551,0.875427367,0.01
HESS CORP,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.864432182,0.970421732,0.998498054,0.867792787,0.970273504,0.970288504,0.86513439,0.86513439,0.969769261,0.088433338,0.997800217,0.608363233,0.998498054,0.962050374,0.982829437,0.970558289,0.962049555,0.057908764,0.057908764,0.876120588,0.01
EXXON MOBIL CORP,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.18679736,0.175192937,0.93364708,0.180758495,0.1466138,0.146543209,0.186751872,0.186751872,0.14152626,0.383877576,0.902812717,0.579960777,0.93364708,0.681676043,0.241870233,0.068969176,0.681675643,0.327295168,0.327295168,0.159625415,0.09
CHEVRON CORP,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.56979274,0.575930115,0.962286273,0.554791252,0.576230905,0.576253352,0.552495049,0.552495049,0.572083328,0.336753112,0.944760653,0.601393414,0.962286273,0.623315294,0.569083722,0.577300749,0.623315466,0.387757417,0.387757417,0.561418252,0.02
DIAMONDBACK ENERGY INC,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.876446745,0.992378425,0.999483077,0.881764541,0.992245011,0.992253258,0.879238518,0.879238518,0.992279682,0.058534698,0.999243039,0.60822774,0.999483077,0.999994911,0.994086038,0.991765565,0.999995731,0.020639831,0.020639831,0.889741457,0.13
OVINTIV INC,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.874297391,0.974320003,0.993338339,0.879378756,0.97349575,0.973710002,0.874010835,0.874010835,0.972283099,0.109662748,0.987325059,0.608655963,0.993338339,0.929276044,0.977409592,0.969053072,0.929275722,0.088985172,0.088985172,0.886599915,0.14
KOSMOS ENERGY LTD,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.88182131,0.994505425,0.999789408,0.886210809,0.994343209,0.994339043,0.883817099,0.883817099,0.994116026,0.070003638,0.999691718,0.608964321,0.999789408,0.987033772,0.99759118,0.994263195,0.987033918,0.033437774,0.033437774,0.894455565,0.01
MARATHON PETROLEUM CORP,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0.591584013,0.685501194,0.951503556,0.594943253,0.695088715,0.694866361,0.595086739,0.595086739,0.697197563,0.042767793,0.928455051,0.592488461,0.951503556,0.941906412,0.441694203,0.709418674,0.941906659,0.070692973,0.070692973,0.603024843,0.04
DIGITAL REALTY TRUST INC,"Financial intermediation, except insurance and pension funding (65)",0.862053884,0.976924998,0.999991894,0.866283538,0.97690127,0.976878757,0.864182305,0.864182305,0.977094243,0.058855986,0.999982462,0.607798264,0.999991894,0.999880414,0.99986103,0.978177795,0.999880458,0.020795153,0.020795153,0.874729531,0
CORESITE REALTY CORP,"Financial intermediation, except insurance and pension funding (65)",0.878843704,0.994219787,0.999998612,0.883273988,0.994214038,0.99420839,0.880902557,0.880902557,0.994262547,0.058791862,0.999997156,0.608952369,0.999998612,0.999979645,0.999969118,0.994534018,0.999978653,0.020706979,0.020706979,0.891536551,0
EQUINIX INC,"Financial intermediation, except insurance and pension funding (65)",0.868307891,0.982570297,0.999986837,0.871851589,0.982553297,0.982536309,0.869661779,0.869661779,0.98269704,0.05890429,0.999971466,0.608898145,0.999986837,0.999806626,0.999768383,0.983514623,0.999805744,0.020861453,0.020861453,0.880237356,0
AMERICAN TOWER CORP,"Financial intermediation, except insurance and pension funding (65)",0.865643246,0.979624328,0.999980676,0.868972627,0.97960474,0.979584894,0.866828581,0.866828581,0.979771657,0.058963106,0.999958099,0.608875855,0.999980676,0.999717572,0.999660295,0.980726941,0.999716087,0.020942166,0.020942166,0.877389613,0.01
JBG SMITH PPTYS,"Financial intermediation, except insurance and pension funding (65)",0.879284333,0.99512255,0.999998215,0.884162845,0.995117531,0.995112764,0.881777276,0.881777276,0.995158288,0.058795636,0.999996208,0.608592742,0.999998215,0.999974556,0.999969118,0.995387301,0.999974384,0.020712235,0.020712235,0.892415383,0.01
AVALONBAY COMMUNITIES INC,"Financial intermediation, except insurance and pension funding (65)",0.877456432,0.995334934,0.999994084,0.884384561,0.995330869,0.995326322,0.881995448,0.881995448,0.995368644,0.058835085,0.999987297,0.606643744,0.999994084,0.999913491,0.999891912,0.995587199,0.999912478,0.020766496,0.020766496,0.892634835,0.01
EQUITY RESIDENTIAL,"Financial intermediation, except insurance and pension funding (65)",0.876979727,0.99497288,0.99999265,0.884032563,0.994968331,0.994963434,0.881649043,0.881649043,0.995008763,0.058848777,0.999984169,0.606496241,0.99999265,0.999893135,0.99986103,0.995243999,0.999891131,0.020785149,0.020785149,0.892286686,0.01
VORNADO REALTY TRUST,"Financial intermediation, except insurance and pension funding (65)",0.877911822,0.993951541,0.999994631,0.88302196,0.993945657,0.993939758,0.88065452,0.88065452,0.9939953,0.05882986,0.999988435,0.608280202,0.999994631,0.999921124,0.999907353,0.994278795,0.999921017,0.020759205,0.020759205,0.891286848,0.01
VENTAS INC,"Financial intermediation, except insurance and pension funding (65)",0.876434424,0.993102005,0.999990285,0.882199921,0.993096027,0.993089311,0.879845539,0.879845539,0.993151615,0.058871365,0.999978955,0.60758637,0.999990285,0.999857514,0.999830147,0.993474489,0.999856976,0.020816179,0.020816179,0.890473646,0.01
WEYERHAEUSER CO,"Financial intermediation, except insurance and pension funding (65)",0.874103735,0.988250906,0.999980582,0.878681498,0.98830213,0.988318132,0.875994383,0.875994383,0.988302158,0.062645985,0.99995791,0.608475021,0.999980582,0.993743337,0.999644853,0.98878633,0.993743236,0.026824387,0.026824387,0.887001388,0
HOST HOTELS & RESORTS INC,"Financial intermediation, except insurance and pension funding (65)",0.875888318,0.99323323,0.99998566,0.882342952,0.993227809,0.993221234,0.879986281,0.879986281,0.993280965,0.058915523,0.999968906,0.606936645,0.99998566,0.999788815,0.9997375,0.993597112,0.999788666,0.020876883,0.020876883,0.890615162,0.01
HERSHA HOSPITALITY TRUST,"Financial intermediation, except insurance and pension funding (65)",0.87993951,0.995657989,0.99999873,0.884687871,0.995653427,0.995649182,0.882293956,0.882293956,0.995689799,0.05879074,0.999997346,0.60875923,0.99999873,0.999982189,0.999969118,0.995893757,0.999980788,0.020705453,0.020705453,0.892934786,0.01
DOUGLAS EMMETT INC,"Financial intermediation, except insurance and pension funding (65)",0.879635715,0.995347055,0.999997735,0.884385136,0.995342342,0.995337796,0.881996029,0.881996029,0.995381061,0.058800229,0.999995165,0.60873426,0.999997735,0.999966923,0.999953677,0.995599352,0.999965845,0.020718509,0.020718509,0.892635347,0.01
SIMON PROPERTY GROUP INC,"Financial intermediation, except insurance and pension funding (65)",0.875865619,0.993774993,0.999985312,0.882876485,0.993769795,0.99376375,0.880511326,0.880511326,0.993818269,0.058918849,0.999968148,0.60644521,0.999985312,0.999783727,0.9997375,0.994109009,0.999784397,0.020881462,0.020881462,0.891142769,0.01
IRON MOUNTAIN INC,"Financial intermediation, except insurance and pension funding (65)",0.877019818,0.99218027,0.999989036,0.881297019,0.992173339,0.992165726,0.878956996,0.878956996,0.992236372,0.058883283,0.999976301,0.608942986,0.999989036,0.999839703,0.999799265,0.992602522,0.999839899,0.020832627,0.020832627,0.889580458,0.01
DIAMONDROCK HOSPITALITY CO,"Financial intermediation, except insurance and pension funding (65)",0.879692341,0.995471429,0.99999778,0.884507284,0.9954668,0.995462375,0.882116235,0.882116235,0.99550448,0.058799792,0.99999526,0.608681068,0.99999778,0.999966923,0.999953677,0.995717078,0.99996798,0.020718001,0.020718001,0.892756353,0.01
SITE CENTERS CORP,"Financial intermediation, except insurance and pension funding (65)",0.879858132,0.995676962,0.999998188,0.884708468,0.995672777,0.995668553,0.882314223,0.882314223,0.995708832,0.058795907,0.999996208,0.608663034,0.999998188,0.999972012,0.999969118,0.995911715,0.999972249,0.020712575,0.020712575,0.892955295,0.02
EMPIRE STATE REALTY TR INC,"Financial intermediation, except insurance and pension funding (65)",0.879871257,0.995497252,0.999998125,0.884531625,0.995492599,0.995488199,0.882140187,0.882140187,0.995530159,0.058796509,0.999996018,0.608831308,0.999998125,0.999972012,0.999969118,0.995741566,0.999972249,0.020713422,0.020713422,0.892780452,0.02
KIMCO REALTY CORP,"Financial intermediation, except insurance and pension funding (65)",0.87959378,0.995609505,0.999996997,0.884645537,0.995605177,0.995600889,0.882252284,0.882252284,0.995641464,0.058807268,0.999993554,0.608464823,0.999996997,0.999956745,0.999938235,0.99584732,0.999955172,0.020728175,0.020728175,0.892893254,0.02
BOSTON PROPERTIES INC,"Financial intermediation, except insurance and pension funding (65)",0.878561782,0.994379997,0.999992511,0.883449706,0.994374688,0.994369213,0.881075456,0.881075456,0.9944201,0.058850108,0.999983884,0.608527443,0.999992511,0.999890591,0.99986103,0.994683307,0.999888996,0.020787014,0.020787014,0.891709856,0.02
TANGER FACTORY OUTLET CTRS,"Financial intermediation, except insurance and pension funding (65)",0.880044195,0.995543629,0.999998742,0.884575564,0.995539157,0.9955348,0.88218343,0.88218343,0.995576499,0.058790628,0.999997346,0.608958548,0.999998742,0.999982189,0.999984559,0.995785827,0.999980788,0.020705283,0.020705283,0.892824035,0.02
REGENCY CENTERS CORP,"Financial intermediation, except insurance and pension funding (65)",0.879764743,0.995644287,0.999997039,0.884679838,0.995640209,0.995635955,0.882286044,0.882286044,0.995676211,0.058806885,0.999993649,0.608598678,0.999997039,0.999956745,0.999953677,0.995880515,0.999955172,0.020727666,0.020727666,0.892927095,0.02
SUNSTONE HOTEL INVESTORS INC,"Financial intermediation, except insurance and pension funding (65)",0.879961232,0.995447187,0.999997012,0.884485705,0.995442546,0.9954381,0.882094997,0.882094997,0.995480212,0.058807127,0.999993649,0.608958122,0.999997012,0.999956745,0.999953677,0.995693859,0.999955172,0.020728005,0.020728005,0.892734818,0.03
WELLTOWER INC,"Financial intermediation, except insurance and pension funding (65)",0.879317779,0.994963394,0.999987802,0.884037999,0.994959402,0.99495451,0.881654375,0.881654375,0.994998527,0.058895073,0.999973551,0.608735228,0.999987802,0.999821892,0.999783824,0.99523366,0.999820686,0.020848736,0.020848736,0.892291813,0.05
BROOKFIELD PROPERTY REIT,"Financial intermediation, except insurance and pension funding (65)",0.879304082,0.994690931,0.999986604,0.883773766,0.994686894,0.99468174,0.88139434,0.88139434,0.994727982,0.058906514,0.999970992,0.608954745,0.999986604,0.999804082,0.999752942,0.994975716,0.999803609,0.020864505,0.020864505,0.892030317,0.05
HUNTINGTON BANCSHARES,"Financial intermediation, except insurance and pension funding (65)",0.879817196,0.995260626,0.99998632,0.884334641,0.995256904,0.995252306,0.881946293,0.881946293,0.995293092,0.058909215,0.999970328,0.608953392,0.99998632,0.999798993,0.999752942,0.995514097,0.99979934,0.020868236,0.020868236,0.892585099,0.09
REGIONS FINANCIAL CORP,"Financial intermediation, except insurance and pension funding (65)",0.879717384,0.995136779,0.999983349,0.884222044,0.995133445,0.995128735,0.881835473,0.881835473,0.995169831,0.058937575,0.999963882,0.608956874,0.999983349,0.999755738,0.999706618,0.99539619,0.999756646,0.020907236,0.020907236,0.892473835,0.1
COMERICA INC,"Financial intermediation, except insurance and pension funding (65)",0.880046306,0.995563655,0.999990678,0.88461945,0.995559774,0.995555459,0.882226589,0.882226589,0.995594643,0.058867619,0.999979808,0.608922319,0.999990678,0.999862603,0.999830147,0.995801971,0.99986338,0.020811092,0.020811092,0.892867105,0.11
PNC FINANCIAL SVCS GROUP INC,"Financial intermediation, except insurance and pension funding (65)",0.878826084,0.994192383,0.999948315,0.883399646,0.994191922,0.99418639,0.88102602,0.88102602,0.994226283,0.059272081,0.999887665,0.608827207,0.999948315,0.999241771,0.999073531,0.99449266,0.999242187,0.021366588,0.021366588,0.891659608,0.12
BANK OF AMERICA CORP,"Financial intermediation, except insurance and pension funding (65)",0.873880957,0.989834562,0.999712316,0.878984815,0.989917191,0.989907358,0.876676683,0.876676683,0.990008773,0.057866715,0.999374334,0.60806995,0.999712316,0.999946568,0.994858096,0.990477659,0.999946633,0.0203631,0.0203631,0.887276216,0.03
WELLS FARGO & CO,"Financial intermediation, except insurance and pension funding (65)",0.874449974,0.989626394,0.999737172,0.879550837,0.989644904,0.989635515,0.877237601,0.877237601,0.989657533,0.061288009,0.999428464,0.608026024,0.999737172,0.996150333,0.995290448,0.990111966,0.996149027,0.024135251,0.024135251,0.887848431,0.14
KEYCORP,"Financial intermediation, except insurance and pension funding (65)",0.880024354,0.995467213,0.9999808,0.884554999,0.995464713,0.995460333,0.882163124,0.882163124,0.99549757,0.058961937,0.999958384,0.608958455,0.9999808,0.999717572,0.999660295,0.99570819,0.999718221,0.02094064,0.02094064,0.892803012,0.18
CITIGROUP INC,"Financial intermediation, except insurance and pension funding (65)",0.877279879,0.992276712,0.999747728,0.882125435,0.992296787,0.992289956,0.879771295,0.879771295,0.992290003,0.061187235,0.999451405,0.608474621,0.999747728,0.996305541,0.995491183,0.992621206,0.996304859,0.023996885,0.023996885,0.890395197,0.22
BANK OF NEW YORK MELLON CORP,"Financial intermediation, except insurance and pension funding (65)",0.879753075,0.995081444,0.999950106,0.884268782,0.995081866,0.995077196,0.88188134,0.88188134,0.995109213,0.059254971,0.999891646,0.608951541,0.999950106,0.999269759,0.999104413,0.995333971,0.999267803,0.021343018,0.021343018,0.892519469,0.22
PRICE (T. ROWE) GROUP,"Financial intermediation, except insurance and pension funding (65)",0.880177944,0.995652719,0.999986053,0.884721244,0.99564959,0.995645375,0.882326745,0.882326745,0.995682382,0.058911763,0.999969759,0.608959243,0.999986053,0.999796449,0.999752942,0.995884868,0.99979507,0.020871796,0.020871796,0.892967601,0.23
NORTHERN TRUST CORP,"Financial intermediation, except insurance and pension funding (65)",0.880147799,0.995608978,0.999982708,0.884688737,0.995606526,0.995602279,0.882294741,0.882294741,0.995638728,0.058943707,0.999962555,0.60895909,0.999982708,0.999745561,0.999691177,0.995842966,0.999745972,0.020915544,0.020915544,0.892935299,0.23
JPMORGAN CHASE & CO,"Financial intermediation, except insurance and pension funding (65)",0.876749084,0.991610576,0.99965823,0.881742658,0.991640267,0.991633041,0.879394253,0.879394253,0.991613525,0.062041753,0.99925669,0.608306446,0.99965823,0.994992634,0.993885303,0.991964737,0.994994162,0.025170447,0.025170447,0.890014746,0.24
FRANKLIN RESOURCES INC,"Financial intermediation, except insurance and pension funding (65)",0.880178789,0.995646395,0.999983725,0.884722284,0.9956437,0.995639486,0.88232776,0.88232776,0.995675878,0.058934004,0.999964735,0.608959249,0.999983725,0.999760827,0.999706618,0.995878338,0.999760915,0.020902318,0.020902318,0.892968627,0.25
SL GREEN REALTY CORP,"Financial intermediation, except insurance and pension funding (65)",0.883143033,0.995768134,0.999996915,0.887906429,0.995564911,0.995561344,0.885499094,0.885499094,0.995278407,0.072325144,0.999993459,0.608642237,0.999996915,0.984547899,0.999938235,0.995473464,0.984547009,0.035903254,0.035903254,0.896191181,0
CRAFT BREW ALLIANCE INC,Manufacture of beverages,0.878031512,0.993340213,0.999995454,0.882416359,0.993334351,0.993327887,0.88005799,0.88005799,0.993389676,0.058809853,0.99998104,0.608928639,0.999995454,0.999944023,0.999907353,0.993701596,0.999944498,0.020738688,0.020738688,0.890687458,0.01
COCA-COLA CO,Manufacture of beverages,0.839756638,0.958235749,0.99929405,0.849726756,0.958372358,0.958338916,0.847799103,0.847799103,0.958566035,0.063643107,0.997044394,0.601089086,0.99929405,0.991476282,0.984805905,0.960375307,0.991478334,0.028432036,0.028432036,0.858260918,0.06
MOLSON COORS BEVERAGE CO,Manufacture of beverages,0.871014416,0.988386347,0.999761185,0.878157676,0.988435173,0.988426308,0.87583725,0.87583725,0.988479399,0.060424169,0.999000168,0.605981341,0.999761185,0.997117202,0.994858096,0.988973167,0.997116039,0.023308281,0.023308281,0.886444556,0.08
PEPSICO INC,Manufacture of beverages,0.844640696,0.961069466,0.998566002,0.854422569,0.961396711,0.961373607,0.852327648,0.852327648,0.961401598,0.068659928,0.993996265,0.601757684,0.998566002,0.982687948,0.969133134,0.962919012,0.982687698,0.036417376,0.036417376,0.862811462,0.12
BROWN FORMAN CORP,Manufacture of beverages,0.879172688,0.994721498,0.999927639,0.883952412,0.99473426,0.994729849,0.881560994,0.881560994,0.994762545,0.059277152,0.999697121,0.608682273,0.999927639,0.999127273,0.998440443,0.994994762,0.999126913,0.021482401,0.021482401,0.892197982,0.17
ON SEMICONDUCTOR CORP,Manufacture of electrical machinery and apparatus n.e.c. (31),0.867488487,0.981623793,0.997128976,0.871052125,0.981650532,0.981633953,0.868855755,0.868855755,0.981794359,0.058846112,0.947853337,0.608894696,0.997128976,0.999221416,0.996911769,0.982634856,0.99922084,0.021231614,0.021231614,0.879435948,0.03
WOLFSPEED INC,Manufacture of electrical machinery and apparatus n.e.c. (31),0.87788185,0.993327564,0.999270491,0.882435313,0.993332034,0.993325858,0.880072319,0.880072319,0.99338553,0.058795563,0.986749636,0.608787862,0.999270491,0.999801537,0.999212501,0.993693252,0.999801474,0.020826522,0.020826522,0.890703865,0.04
MICRON TECHNOLOGY INC,Manufacture of electrical machinery and apparatus n.e.c. (31),0.840989138,0.954348546,0.985156593,0.844941323,0.954539663,0.954502171,0.843079639,0.843079639,0.954865554,0.059128709,0.730399392,0.60678417,0.985156593,0.995972225,0.984018406,0.956891068,0.995973982,0.023496498,0.023496498,0.853561679,0.04
MICROCHIP TECHNOLOGY INC,Manufacture of electrical machinery and apparatus n.e.c. (31),0.875279894,0.990631397,0.998055742,0.879856498,0.990653003,0.990644775,0.877526339,0.877526339,0.990724365,0.058824236,0.964686205,0.608594932,0.998055742,0.999473311,0.997900003,0.991149003,0.999472733,0.021056283,0.021056283,0.888148382,0.04
FIRST SOLAR INC,Manufacture of electrical machinery and apparatus n.e.c. (31),0.877832582,0.993445614,0.998904,0.882573336,0.99345612,0.993450234,0.880205679,0.880205679,0.993507123,0.058804214,0.980093124,0.608629255,0.998904,0.999702306,0.998826472,0.993806261,0.999703279,0.020895875,0.020895875,0.890839228,0.05
TEXAS INSTRUMENTS INC,Manufacture of electrical machinery and apparatus n.e.c. (31),0.865989799,0.980405353,0.992290879,0.870143112,0.980508943,0.980493484,0.86792863,0.86792863,0.980643366,0.058960311,0.859979181,0.60839107,0.992290879,0.997908509,0.991692659,0.981501862,0.997908008,0.022146928,0.022146928,0.878518148,0.06
SUNPOWER CORP,Manufacture of electrical machinery and apparatus n.e.c. (31),0.87904443,0.994373146,0.99915698,0.883470854,0.994380922,0.994375821,0.881090622,0.881090622,0.994425102,0.058798243,0.984687973,0.60899501,0.99915698,0.999771005,0.999088972,0.994682762,0.999771589,0.020848057,0.020848057,0.891727802,0.07
INTEL CORP,Manufacture of electrical machinery and apparatus n.e.c. (31),0.849686673,0.965602253,0.965396766,0.855466027,0.966147035,0.966115098,0.853501507,0.853501507,0.966457078,0.052968089,0.371502376,0.606527763,0.965396766,0.999180705,0.962755937,0.967792738,0.999182415,0.018794621,0.018794621,0.863856421,0.06
AMPHENOL CORP,Manufacture of electrical machinery and apparatus n.e.c. (31),0.878142571,0.993479869,0.995994043,0.882781309,0.993537633,0.99353317,0.880390756,0.880390756,0.993576485,0.058872901,0.927239648,0.608824399,0.995994043,0.998913544,0.995691918,0.993850521,0.998913445,0.021446284,0.021446284,0.891033556,0.18
GREIF INC  -CL A,"Manufacture of fabricated metal products, except machinery and equipment (28)",0.875280284,0.990420594,0.994794713,0.879598149,0.990488973,0.990481147,0.877260155,0.877260155,0.99057175,0.058064891,0.863269802,0.608926057,0.994794713,0.999692128,0.995522065,0.991011868,0.999692605,0.020571496,0.020571496,0.887898166,0.06
BALL CORP,"Manufacture of fabricated metal products, except machinery and equipment (28)",0.870679269,0.98615131,0.984365814,0.875518658,0.986615669,0.98664676,0.872594444,0.872594444,0.986790793,0.054139619,0.589328876,0.608652478,0.984365814,0.999134906,0.986535314,0.987414801,0.999135452,0.02028137,0.02028137,0.883858308,0.07
LINCOLN ELECTRIC HLDGS INC,"Manufacture of fabricated metal products, except machinery and equipment (28)",0.878716008,0.9942493,0.99593033,0.883350023,0.994304992,0.99430057,0.880957823,0.880957823,0.994354988,0.058220541,0.893099449,0.608885807,0.99593033,0.999760827,0.996494858,0.994617279,0.999760915,0.020597101,0.020597101,0.891609872,0.15
