Company Name,Country,GICS Sub-Industry,Industry (Exiobase),Total Environmental Cost,Biodiversity,Abiotic Resources,SDG 1.5,SDG 2.1,SDG 2.2,SDG 2.3,SDG 2.4,SDG 3.3,SDG 3.4,SDG 3.9,SDG 6,SDG 12.2,SDG 14.1,SDG 14.2,SDG 14.3,SDG 14.c,SDG 15.1,SDG 15.2,SDG 15.5,Environmental Index
GENERAL ELECTRIC CO,UNITED STATES OF AMERICA,Industrial Conglomerates,Activities of membership organisation n.e.c. (91),0.8551199840050917,0.9701829979109442,0.9996299100738554,0.8605602334077423,0.9702987299545464,0.9702710013650243,0.8585406204178515,0.8585406204178515,0.9704737561295405,0.06008057872934329,0.9986935913931931,0.6063804234321017,0.9996299100738554,0.9955142346083288,0.9874772242981995,0.9718153578247087,0.9955128903006278,0.023869880992269176,0.023869880992269176,0.8690612187973641,0.06
SOUTHWEST AIRLINES,UNITED STATES OF AMERICA,Airlines,Air transport (62),0.7496945269208004,0.8527110294133148,0.9969344259624984,0.7468659530538476,0.8584414265080552,0.8583822165307864,0.7450280820853579,0.7450280820853579,0.8600012423352187,0.02684420490837779,0.976741357544441,0.608304532191111,0.9969344259624984,0.999982189246885,0.7457150798307649,0.8659848625704607,0.9999829225130376,0.022761262868312853,0.022761262868312853,0.7538583491085548,0.05
AMERICAN AIRLINES GROUP INC,UNITED STATES OF AMERICA,Airlines,Air transport (62),0.6222114054996928,0.6992834812817653,0.9938883728460842,0.6110296251092927,0.7096679718774045,0.7095453180398396,0.6099247222226177,0.6099247222226177,0.7115413748110708,0.0488627471907261,0.9536307892666508,0.6074066589200866,0.9938883728460842,0.9398937970235687,0.49306692196040885,0.7231346904717636,0.9398957846358119,0.08398502941619335,0.08398502941619335,0.6168441421800365,0.05
ALASKA AIR GROUP INC,UNITED STATES OF AMERICA,Airlines,Air transport (62),0.8338853042564061,0.943030543217736,0.9988513144764886,0.8356894301813038,0.9450224493122641,0.9449988424807402,0.8334912724416382,0.8334912724416382,0.9454393817063039,0.05435807269145339,0.9912848582208708,0.6087166678273399,0.9988513144764886,0.991600957709639,0.9047126401284704,0.9476486193557749,0.9916021457862368,0.029730567474114157,0.029730567474114157,0.8434417807165608,0.05
UNITED AIRLINES HOLDINGS INC,UNITED STATES OF AMERICA,Airlines,Air transport (62),0.6767096936712663,0.7648041536583772,0.9945357844661651,0.6700183735477064,0.7744080882184984,0.7743306325717827,0.6682455320132542,0.6682455320132542,0.7761720918095165,0.034356574956268766,0.9585427377436624,0.6076283359885742,0.9945357844661651,0.9637245846914032,0.5467712547481548,0.7851063656110978,0.9637252830059793,0.06008106579270435,0.06008106579270435,0.6757289587943698,0.05
DELTA AIR LINES INC,UNITED STATES OF AMERICA,Airlines,Air transport (62),0.6636707265822094,0.7576041840139804,0.9940278170705797,0.6559989283870019,0.7679074485414652,0.7676821408660923,0.6563557550419633,0.6563557550419633,0.7703691793386316,0.006104300071824234,0.9546887328158826,0.6078730038792197,0.9940278170705797,0.9996794064439305,0.5046786695901918,0.779980500015872,0.9996797971194549,0.025010038267503552,0.025010038267503552,0.6613887185461228,0.05
FEDEX CORP,UNITED STATES OF AMERICA,Air Freight & Logistics,Air transport (62),0.9789168869647508,0.9081637600473885,0.991265721672407,0.9804559105294841,0.9112751331678723,0.9114586179998567,0.9744727511952261,0.9744727511952261,0.8947217787121073,0.7265998662072276,0.9337326343448481,0.6094314342048719,0.991265721672407,0.1468801921525822,0.2755319477471357,0.8896794293306971,0.1468813306777841,0.8667864250066809,0.8667864250066809,0.9818567862848893,0.06
AIR PRODUCTS & CHEMICALS INC,UNITED STATES OF AMERICA,Industrial Gases,Chemicals nec,0.6940210532595773,0.8010896396747734,0.9986685273949768,0.6941669705183607,0.8011650298097108,0.8010107998073265,0.6942123050134192,0.6942123050134192,0.802820466244494,0.058772592348208606,0.9961054216099379,0.5983548330391298,0.9986685273949768,0.9958475501309091,0.9932985392668541,0.8121291715227673,0.995848035982265,0.02421562469902154,0.02421562469902154,0.7044781461055541,0.0
MINERALS TECHNOLOGIES INC,UNITED STATES OF AMERICA,Specialty Chemicals,Chemicals nec,0.8743625442563,0.991612156575888,0.9997275177039162,0.8809210032312413,0.9916031520415438,0.9916031515143205,0.8784778177281438,0.8784778177281438,0.9916589987436567,0.05899470062803235,0.9992030348191405,0.6067985086125925,0.9997275177039162,0.9991807053567112,0.9986257373150922,0.9918921786924126,0.9991802806258046,0.021381679347892438,0.021381679347892438,0.8891625767311554,0.07
GRACE (W R) & CO,UNITED STATES OF AMERICA,Specialty Chemicals,Chemicals nec,0.8745122168296663,0.9908242811097503,0.999720881679611,0.8801511812978406,0.9908142708419074,0.9908137005793606,0.8777175772636086,0.8777175772636086,0.9908764188284641,0.05899996856285698,0.99918369606609,0.6076216305905199,0.999720881679611,0.9991603502102941,0.9985948550075662,0.991142835116297,0.9991589337671015,0.021398466315508173,0.021398466315508173,0.8883996234456365,0.07
KRATON CORP,UNITED STATES OF AMERICA,Specialty Chemicals,Chemicals nec,0.8741821546100332,0.9910134766230234,0.9996812258388337,0.8804156893457092,0.9910153281274067,0.9910089317218923,0.8780590973714988,0.8780590973714988,0.9910647908147298,0.05963749796935977,0.9990676635477872,0.6070130044816283,0.9996812258388337,0.9985649621775936,0.998394120008647,0.9914557418383496,0.9985654910951579,0.02196752756114865,0.02196752756114865,0.8887052149497825,0.01
ASHLAND INC,UNITED STATES OF AMERICA,Specialty Chemicals,Chemicals nec,0.8704285536632173,0.9893233651715829,0.9994698742114976,0.8788742052806723,0.9893116907462665,0.9893172064345283,0.8763603406984265,0.8763603406984265,0.9893725969826427,0.05919925705970781,0.9984494870348355,0.6048961455895432,0.9994698742114976,0.9984046653995589,0.9973286803989995,0.9895612503571218,0.998403254969015,0.022036879780894462,0.022036879780894462,0.8870936812290932,0.08
CELANESE CORP,UNITED STATES OF AMERICA,Specialty Chemicals,Chemicals nec,0.8646568512431279,0.976785341616478,0.9990015172873348,0.8669113576960981,0.9766329265168613,0.976618689098038,0.8647238111932737,0.8647238111932737,0.9767466585830095,0.0608774034308271,0.997079469098142,0.6098901621012572,0.9990015172873348,0.9969925271168716,0.994981625027022,0.9772552185131942,0.9969943622946166,0.0232282457856233,0.0232282457856233,0.8751827908913222,0.06
ALBEMARLE CORP,UNITED STATES OF AMERICA,Specialty Chemicals,Chemicals nec,0.873864952842263,0.9891505068753333,0.9995004501320544,0.878878411434297,0.9888240522156039,0.9888285728232088,0.8764393544186986,0.8764393544186986,0.988840293987478,0.06023757785333038,0.9985388813687893,0.6082751253446749,0.9995004501320544,0.9987685136417647,0.9974830919366295,0.9882379723644411,0.9987682862528364,0.021689949116835937,0.021689949116835937,0.886851156427984,0.03
KIMBERLY-CLARK CORP,UNITED STATES OF AMERICA,Household Products,Chemicals nec,0.844101583788786,0.964728475453068,0.9970306755365369,0.8557724104675117,0.9651684367410451,0.9652230852978635,0.8525536613086395,0.8525536613086395,0.9654280666151954,0.05716892295259966,0.991314624732919,0.6005740526320111,0.9970306755365369,0.9934939863264304,0.9850684043111702,0.9664816133289194,0.9934934774673233,0.025844638819065655,0.025844638819065655,0.8641666273567976,0.04
INGEVITY CORP,UNITED STATES OF AMERICA,Specialty Chemicals,Chemicals nec,0.8785013996275389,0.9942097740826389,0.9998418908229122,0.8833851423708934,0.9942035770612122,0.9942026717775886,0.8809485896596888,0.8809485896596888,0.994243791786476,0.05890389437273315,0.9995376710851609,0.6085694445896803,0.9998418908229122,0.9995241984525,0.9991970600043235,0.9944224603538113,0.9995239650509229,0.02109070524255303,0.02109070524255303,0.8916191017250538,0.12
DUPONT DE NEMOURS INC,UNITED STATES OF AMERICA,Specialty Chemicals,Chemicals nec,0.7794970247616531,0.949233415616693,0.9898386316396898,0.8470870145992787,0.9491742871940738,0.9494304026041196,0.8412198027539391,0.8412198027539391,0.9490394457755091,0.0668459431285049,0.9702772845395107,0.5482695063533979,0.9898386316396898,0.9694062149350798,0.9488743398906766,0.9454219932611683,0.9694056821068495,0.046533813361476654,0.046533813361476654,0.8540051971065201,0.14
PPG INDUSTRIES INC,UNITED STATES OF AMERICA,Specialty Chemicals,Chemicals nec,0.8711983584876477,0.9877713295543418,0.9976013222081828,0.8775672366687587,0.9879672846595355,0.9879636716207569,0.875161367835923,0.875161367835923,0.9880328482619309,0.05872379941846325,0.9929838245550404,0.6068754766197737,0.9976013222081828,0.9969111065312032,0.9879559000648529,0.9885751860434532,0.9969132442315451,0.02271768457864372,0.02271768457864372,0.8858877228100472,0.04
AXALTA COATING SYSTEMS LTD,UNITED STATES OF AMERICA,Specialty Chemicals,Chemicals nec,0.8783128726737695,0.9938076677410582,0.9992882213638575,0.8829009015724055,0.9938754903018594,0.9938720812978457,0.8804931018065733,0.8804931018065733,0.9939328803765398,0.058082023081047866,0.9979181453149928,0.6088596348925126,0.9992882213638575,0.9998371588286631,0.9964176523269819,0.9942182093572715,0.9998377638738571,0.020547587492318692,0.020547587492318692,0.8911637908933732,0.07
INTL FLAVORS & FRAGRANCES,UNITED STATES OF AMERICA,Specialty Chemicals,Chemicals nec,0.8788672551375923,0.9944242659319487,0.9994473135436341,0.8834914932392824,0.9944649499291345,0.9944595591915923,0.8811134495457391,0.8811134495457391,0.9945142680888409,0.05832635016184769,0.998383412961913,0.6088409866757679,0.9994473135436341,0.999908401841123,0.9972205923226584,0.9947732786729127,0.9999082085075771,0.020544704881718008,0.020544704881718008,0.891749337030512,0.07
ECOLAB INC,UNITED STATES OF AMERICA,Specialty Chemicals,Chemicals nec,0.875281624020951,0.9909291555029017,0.9977495892598881,0.8806336862012171,0.9914727714863614,0.9915312997540511,0.8772927843315652,0.8772927843315652,0.9915904513666307,0.05508949696047686,0.9934174297337309,0.6084290941052917,0.9977495892598881,0.9971146579953742,0.9886816342917143,0.991982332107404,0.9971139047033534,0.02258169318442332,0.02258169318442332,0.8889195391926231,0.2
AMERICAN WATER WORKS CO INC,UNITED STATES OF AMERICA,Water Utilities,"Collection, purification and distribution of water (41)",0.768562687143538,0.9918714440202624,0.9999897465258001,0.8809902093663899,0.9918651895735047,0.9918573279221904,0.8786542097605341,0.8786542097605341,0.9919312651933072,0.05886267962632333,0.9999670103624433,0.5051409661042606,0.9999897465258001,0.9998549695817781,0.9997838238473179,0.992311745792765,0.9998548413608196,0.020815670278182097,0.020815670278182097,0.8892769171764986,0.0
ESSENTIAL UTILITIES INC,UNITED STATES OF AMERICA,Water Utilities,"Collection, purification and distribution of water (41)",0.8796055447027795,0.9950572013398626,0.9999975470302135,0.8841003234449427,0.9950523873812561,0.9950475722223852,0.8817155412459314,0.8817155412459314,0.9950935614118871,0.05879868054668784,0.9999922265796561,0.6089562918420974,0.9999975470302135,0.9999643784937701,0.9999536765387109,0.9953254456653349,0.9999658450260752,0.02071918760572398,0.02071918760572398,0.8923538544523041,0.01
AKAMAI TECHNOLOGIES INC,UNITED STATES OF AMERICA,Internet Services & Infrastructure,Computer and related activities (72),0.8796822890289778,0.9951251852429608,0.9999906327405318,0.884185155287052,0.9951240241068461,0.9951193519888503,0.8817978945633995,0.8817978945633995,0.9951632364570988,0.05883751350520511,0.9999648300128346,0.6089566960239057,0.9999906327405318,0.9998855023014037,0.9997375003860288,0.9953909293329645,0.9998868616488741,0.020793457220023903,0.020793457220023903,0.8924358924399943,0.05
NORTONLIFELOCK INC,UNITED STATES OF AMERICA,Systems Software,Computer and related activities (72),0.8796037595195642,0.9950245269058154,0.9999849403988078,0.884101249496665,0.9950255331652349,0.9950208212850709,0.8817145068009109,0.8817145068009109,0.9950643635281707,0.058873351407999985,0.9999434057079847,0.6089562989592241,0.9999849403988078,0.999816803682246,0.9995830888483987,0.995295878247541,0.9998164170151541,0.020857044218568353,0.020857044218568353,0.892352316240035,0.07
MICROSOFT CORP,UNITED STATES OF AMERICA,Systems Software,Computer and related activities (72),0.8664710184613217,0.9806572620510691,0.9996623673103272,0.8700148312709359,0.9808205261422492,0.9808018553863355,0.8678408303022764,0.8678408303022764,0.9809923573384187,0.05753105901387075,0.9987296145606401,0.6088894128382604,0.9996623673103272,0.9999287569875401,0.9907507488959575,0.9818751728923011,0.9999274206804097,0.0205031613760023,0.0205031613760023,0.8783515081658562,0.02
STEEL CONNECT INC,UNITED STATES OF AMERICA,Data Processing & Outsourced Services,Computer and related activities (72),0.8802737516499152,0.995799227196934,0.9999983878755904,0.8848273252344829,0.995795464647154,0.9957913706353889,0.88243096214504,0.88243096214504,0.995830656114332,0.058788664905279044,0.9999940277380285,0.6089574537457103,0.9999983878755904,0.9999796448535829,0.9999536765387109,0.9960278078843424,0.9999807878271673,0.020706809336673997,0.020706809336673997,0.8930727123194395,0.08
VIRTUSA CORP,UNITED STATES OF AMERICA,IT Consulting & Other Services,Computer and related activities (72),0.8802254612593732,0.9957391483988474,0.9999968029727937,0.8847727265012548,0.9957362455874148,0.9957321095944088,0.882377004981932,0.882377004981932,0.9957715989061678,0.058798653159518474,0.9999880554760571,0.6089594840882133,0.9999968029727937,0.9999618341004679,0.999907353077422,0.9959713939767724,0.9999615756543346,0.020724444130936992,0.020724444130936992,0.8930183621525948,0.09
INTL BUSINESS MACHINES CORP,UNITED STATES OF AMERICA,IT Consulting & Other Services,Computer and related activities (72),0.8708178196349179,0.9855731833541677,0.9997029517105676,0.8748972862090284,0.9857129859904527,0.9856991002508895,0.8726484454625228,0.8726484454625228,0.9858360146097596,0.05793436618124908,0.9988823338310534,0.6087402853862842,0.9997029517105676,0.9996615956908155,0.9918625119668941,0.9864838807689342,0.9996605849466221,0.020797357222601294,0.020797357222601294,0.8831886730150396,0.02
AMDOCS,UNITED STATES OF AMERICA,IT Consulting & Other Services,Computer and related activities (72),0.8799538154291224,0.9954118770513748,0.9999855090280555,0.884480659292946,0.9954130046229593,0.9954086650067494,0.882087966995176,0.882087966995176,0.9954486808413218,0.058869761897129516,0.9999455860575933,0.608958100059265,0.9999855090280555,0.9998244368621524,0.9995985300021618,0.9956621151587435,0.9998249557586354,0.020850600736049184,0.020850600736049184,0.8927276400337176,0.12
SALESFORCE INC,UNITED STATES OF AMERICA,Application Software,Computer and related activities (72),0.8793272167824223,0.9946593110542881,0.999960685941696,0.8838066894726052,0.9946699348669129,0.9946651159525681,0.8814211650120325,0.8814211650120325,0.9947065947015205,0.05902608824378324,0.9998521154178494,0.6089549060198574,0.999960685941696,0.9995241984525,0.9989191192365894,0.9949515901556825,0.9995239650509229,0.02112784004970299,0.02112784004970299,0.8920564667469272,0.12
ORACLE CORP,UNITED STATES OF AMERICA,Systems Software,Computer and related activities (72),0.8773422985796744,0.99221610659876,0.9998584022434601,0.8816768492689757,0.9922668862929963,0.9922607348960817,0.8793105587405997,0.8793105587405997,0.9923020292016748,0.05967022397304147,0.9994672363130213,0.6089448177450382,0.9998584022434601,0.9982850789143582,0.9961242704054847,0.9926464199389605,0.9982858472461484,0.02227037123954969,0.02227037123954969,0.889932195603174,0.14
ADOBE INC,UNITED STATES OF AMERICA,Application Software,Computer and related activities (72),0.879900385339141,0.995320704840243,0.999972618082026,0.8844255311876227,0.9953272365509347,0.9953229406656735,0.8820318707019328,0.8820318707019328,0.9953608857466848,0.05895094911306597,0.999897049579349,0.6089578412274892,0.999972618082026,0.999669228870722,0.9992433834656126,0.995576678018983,0.9996691236901034,0.020994561700753818,0.020994561700753818,0.8926707261797575,0.17
VMWARE INC -CL A,UNITED STATES OF AMERICA,Systems Software,Computer and related activities (72),0.8799604205272044,0.9953813106453306,0.9999702891218094,0.8844911279719584,0.9953886417368528,0.9953844287826024,0.8820960893042261,0.8820960893042261,0.9954212746624439,0.05896561737383073,0.9998883281809144,0.608958153166853,0.9999702891218094,0.9996386961510962,0.9991816188505606,0.9956338175073578,0.9996392380879192,0.021020674761489406,0.021020674761489406,0.8927353310950635,0.21
TERADATA CORP,UNITED STATES OF AMERICA,Systems Software,Computer and related activities (72),0.880238657789696,0.9957417834338511,0.9999919333287046,0.8847880921251939,0.9957406848377726,0.9957366012642044,0.8823914297430516,0.8823914297430516,0.9957749616625395,0.058829310536071315,0.9999697594989063,0.6089595581175383,0.9999919333287046,0.9999007686612166,0.9997838238473179,0.995973933509589,0.9999018044499661,0.02077887460169104,0.02077887460169104,0.8930327188004406,0.21
WORKDAY INC,UNITED STATES OF AMERICA,Application Software,Computer and related activities (72),0.8802483514651789,0.9957528505808672,0.9999919817226832,0.884798591507113,0.9957514828227525,0.9957474092918376,0.8824017678077938,0.8824017678077938,0.9957856786637784,0.058829004414066105,0.9999699490945245,0.6089596079561049,0.9999919817226832,0.9999033130545187,0.9997838238473179,0.9959840916408557,0.9999018044499661,0.020778365905702686,0.020778365905702686,0.8930429735489018,0.22
PAYPAL HOLDINGS INC,UNITED STATES OF AMERICA,Data Processing & Outsourced Services,Computer and related activities (72),0.8797833397470234,0.9954108230373733,0.9999509375796468,0.8845717986785195,0.995426228880602,0.9954222438663539,0.8821727084758396,0.8821727084758396,0.9954544131545995,0.059087480295254784,0.999815523463548,0.6087209414657412,0.9999509375796468,0.9994046119672995,0.9986566196226182,0.9956626593443471,0.9994065573280564,0.02123687055654054,0.02123687055654054,0.8928117289711001,0.22
MASTERCARD INC,UNITED STATES OF AMERICA,Data Processing & Outsourced Services,Computer and related activities (72),0.8798564239638751,0.9952896114271982,0.9999531153086805,0.8844469799876307,0.9953041983519859,0.9953000727463086,0.8820501842100741,0.8820501842100741,0.9953338793396775,0.059073769305643446,0.999823676075128,0.6089005304999042,0.9999531153086805,0.999432600293623,0.9987183842376702,0.9955481989723962,0.9994321735585,0.02121245314909947,0.02121245314909947,0.8926886719895648,0.24
LEIDOS HOLDINGS INC,UNITED STATES OF AMERICA,Research & Consulting Services,Computer and related activities (72),0.8799688285818817,0.9953849996943359,0.9999618504218042,0.8845173122012879,0.9953958780271434,0.9953917555041948,0.8821206477952691,0.8821206477952691,0.9954266482194065,0.05901875961643022,0.9998565709148757,0.608944796057416,0.9999618504218042,0.9995369204190107,0.9989500015441154,0.995637808201784,0.9995367731661448,0.021114953084664646,0.021114953084664646,0.8927599424913706,0.25
AUTODESK INC,UNITED STATES OF AMERICA,Application Software,Computer and related activities (72),0.8806677336605172,0.9962155627275353,0.9999923083820382,0.8852532188459646,0.9962149452854094,0.9962113205518308,0.8828492099774163,0.8828492099774163,0.9962452917108057,0.058826960742535496,0.9999711814660425,0.6089617661827258,0.9999923083820382,0.9999058574478209,0.9997838238473179,0.9964219796565282,0.9999060738217068,0.020774805033784195,0.020774805033784195,0.8934926442689287,0.09
OWENS CORNING,UNITED STATES OF AMERICA,Building Products,Construction (45),0.8567741262886871,0.9699505878236087,0.9999982396690311,0.8605110594973602,0.9696498897635369,0.9696296967795316,0.8584316014065209,0.8584316014065209,0.9697778690808273,0.06323935507816172,0.9999948809183101,0.60783410639112,0.9999982396690311,0.9955269565748395,0.9999845588462369,0.9705100379569459,0.9955278331017199,0.025092447017617158,0.025092447017617158,0.8688320251692546,0.0
LENNOX INTERNATIONAL INC,UNITED STATES OF AMERICA,Building Products,Construction (45),0.8793812996985831,0.9948295343155339,0.9999989534802144,0.8838696333233623,0.9948265603275894,0.9948219537794195,0.8814819993188882,0.8814819993188882,0.9948708329272209,0.05875195816373275,0.9999969664701097,0.6089466143058093,0.9999989534802144,0.9999974556066978,1.0,0.9951133946751438,0.9999978653141297,0.020690022369058262,0.020690022369058262,0.8921256862990408,0.01
AECOM,UNITED STATES OF AMERICA,Construction & Engineering,Construction (45),0.8791607296959961,0.9945860570811823,0.9999949337553732,0.883632610305525,0.9945930112903218,0.9945898544575633,0.8812235413148689,0.8812235413148689,0.9946412761313304,0.058653252245801576,0.9999850219461668,0.6089540697854984,0.9999949337553732,0.9999898224267915,0.999969117692474,0.9948939064817041,0.9999893265706485,0.02069612672091853,0.02069612672091853,0.8918903398218545,0.03
KB HOME,UNITED STATES OF AMERICA,Homebuilding,Construction (45),0.8801797655876561,0.995700149880791,0.9999988052736551,0.8847260760613311,0.9956985237726226,0.9956948293097041,0.8823238906999517,0.8823238906999517,0.9957354984678798,0.058748323348853146,0.9999965872788734,0.6089592616639959,0.9999988052736551,0.9999974556066978,0.9999845588462369,0.9959371102837474,0.9999978653141297,0.020690361499717164,0.020690361499717164,0.8929727285219421,0.05
MASCO CORP,UNITED STATES OF AMERICA,Building Products,Construction (45),0.8801068854240027,0.9956622053767362,0.9999978888126868,0.8846892156071235,0.9956627613540016,0.9956594145264307,0.8822818679673583,0.8822818679673583,0.9957004987001965,0.05872581480698251,0.9999938381424104,0.6089241605184902,0.9999978888126868,0.9999949112133957,0.9999845588462369,0.9959035521715273,0.9999957306282594,0.02069171802235278,0.02069171802235278,0.8929358114274815,0.06
FLUOR CORP,UNITED STATES OF AMERICA,Construction & Engineering,Construction (45),0.8799607357759638,0.9954687938074569,0.9999945647512869,0.884501067809067,0.9954776255441203,0.9954754852281903,0.8820758729280841,0.8820758729280841,0.9955185962688401,0.05864419809880129,0.9999838843724579,0.6089581926566318,0.9999945647512869,0.9999872780334893,0.999969117692474,0.9957295941735861,0.9999893265706485,0.020696635416906885,0.020696635416906885,0.8927496877429093,0.09
FREEPORT-MCMORAN INC,UNITED STATES OF AMERICA,Copper,Copper production,0.8266989373754173,0.9447712473412497,0.17969540497207903,0.8568409592962282,0.943227480662443,0.9432156227009783,0.8548193449366691,0.8548193449366691,0.9414163169440277,0.14249580475341114,0.17969540895158648,0.586770855913336,0.17969540497207903,0.8965449683350254,0.9413853803156171,0.9401843882220096,0.8965445839817442,0.11846291741897151,0.11846291741897151,0.8645291327149036,0.07
OCCIDENTAL PETROLEUM CORP,UNITED STATES OF AMERICA,Integrated Oil & Gas,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.7311084967590712,0.8924542083617039,0.9969944133235035,0.7946537434535278,0.8918164785594154,0.8918103949076135,0.7925227670334095,0.7925227670334095,0.8916285589193017,0.09869934488255333,0.995597874140172,0.5452477516784763,0.9969944133235035,0.9485371010709351,0.9656434328773046,0.8937457655557722,0.9485369930387894,0.07106109913603073,0.07106109913603073,0.8030211514441762,0.0
NOBLE ENERGY INC,UNITED STATES OF AMERICA,Oil & Gas Exploration & Production,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.8640964314365688,0.9789555564456118,0.9990356078205819,0.8711753619112915,0.9792768304540288,0.9793096403098763,0.8682182750255094,0.8682182750255094,0.9792396177969297,0.06671256223865735,0.9985876074426518,0.6055545197224282,0.9990356078205819,0.9858989723195453,0.9889750162132115,0.9801829370604,0.9858982651407933,0.03447720974146035,0.03447720974146035,0.8795579793223252,0.01
CONOCOPHILLIPS,UNITED STATES OF AMERICA,Oil & Gas Exploration & Production,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.7642700651504669,0.8563721470476013,0.9929787747488508,0.7663593272027454,0.8576144026044271,0.8577332417321346,0.7621875774097717,0.7621875774097717,0.8573188722473534,0.11351308065995892,0.9897161440763645,0.6024123806624976,0.9929787747488508,0.9121955315364828,0.9197214415861154,0.8623984980477342,0.9121961007827893,0.10643615729693874,0.10643615729693874,0.7753302541741953,0.01
EQT CORP,UNITED STATES OF AMERICA,Oil & Gas Exploration & Production,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.8702231804067606,0.9818124613967372,0.9992775837624531,0.8743102578145048,0.9814397951542594,0.9814441824190501,0.8718696424567858,0.8718696424567858,0.9812604588920351,0.0707161970566084,0.9989420564507682,0.608587750754704,0.9992775837624531,0.9859956592650265,0.9917389827367901,0.9809054341467397,0.985996460690827,0.03440531404177276,0.03440531404177276,0.8823175321332543,0.05
HESS CORP,UNITED STATES OF AMERICA,Oil & Gas Exploration & Production,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.8625462180295089,0.9690994715173796,0.9987016258516641,0.8657435689753492,0.9687912204430784,0.9688065033117544,0.8631220944027758,0.8631220944027758,0.9683583165494175,0.08551029866515215,0.9980984507478456,0.6084924833633836,0.9987016258516641,0.9664038308385557,0.9851610512337482,0.9687539510142259,0.9664043137732067,0.05364267023341685,0.05364267023341685,0.8739460682268925,0.01
EXXON MOBIL CORP,UNITED STATES OF AMERICA,Integrated Oil & Gas,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.1681131332007561,0.1788450957782523,0.943664206644466,0.16563898737521549,0.17618992495653496,0.17598959309007292,0.16820741399134015,0.16820741399134015,0.17515261663676734,0.3079355111312991,0.9174847638591316,0.5647357967070961,0.943664206644466,0.6551481981878831,0.35633550538896264,0.1778046645775986,0.6551479017105238,0.35446529947271965,0.35446529947271965,0.1685906283904762,0.02
MARATHON OIL CORP,UNITED STATES OF AMERICA,Oil & Gas Exploration & Production,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.870776046857715,0.9713666556346534,0.9989427307019219,0.8745962825750904,0.9711372496686714,0.9711945825035352,0.8712746769334015,0.8712746769334015,0.9700735668347561,0.11216006682891139,0.998451572586635,0.6079030202206894,0.9989427307019219,0.9321003203391167,0.9878941354498008,0.9712376141089187,0.9320999118374735,0.08745264040348409,0.08745264040348409,0.8831502177083098,0.01
CHEVRON CORP,UNITED STATES OF AMERICA,Integrated Oil & Gas,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.5942242285309789,0.5987484637745928,0.9679844190746741,0.5876382825577461,0.5974706717222922,0.597920975068079,0.579432731167349,0.579432731167349,0.5922694096860931,0.367964072667603,0.9531067469781065,0.5971268300186263,0.9679844190746741,0.5782184666977083,0.6340446558166826,0.5909667003759416,0.5782180923166251,0.43276632948035687,0.43276632948035687,0.5928188047475383,0.02
KOSMOS ENERGY LTD,UNITED STATES OF AMERICA,Oil & Gas Exploration & Production,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.8820629414484283,0.9943631331198604,0.9998626941844305,0.886420474097684,0.9941571558008129,0.9941529888700835,0.8840292435563957,0.8840292435563957,0.9938931420142288,0.0716425175092131,0.9997990286447695,0.6089639959355353,0.9998626941844305,0.9852934067136362,0.998425002316173,0.9940350002040697,0.9852920143536278,0.03515987975783358,0.03515987975783358,0.8946724530793985,0.01
MARATHON PETROLEUM CORP,UNITED STATES OF AMERICA,Oil & Gas Refining & Marketing,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0.6781256960997608,0.786872571815244,0.9662511615121963,0.6943011126264614,0.7931011961700667,0.7929776251514984,0.693239466940775,0.693239466940775,0.7940766387565728,0.06510865326930519,0.9502117166868886,0.5862070669737014,0.9662511615121963,0.9395172268148522,0.6114696890151632,0.8014377383646316,0.9395179452367687,0.07523783233108919,0.07523783233108919,0.7021380125066913,0.04
CLEAN ENERGY FUELS CORP,UNITED STATES OF AMERICA,Oil & Gas Refining & Marketing,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0.8800762161815459,0.9955178054585277,0.999828697414517,0.8846350778512895,0.995521991805409,0.9955176621900901,0.8822433508540011,0.8822433508540011,0.9955520166780422,0.05890402682937002,0.999747458636635,0.608958837382376,0.999828697414517,0.9997150279501604,0.9980235323183348,0.9956934965285493,0.9997139520933797,0.02094470949389497,0.02094470949389497,0.8928532607023683,0.1
BRANDYWINE REALTY TRUST,UNITED STATES OF AMERICA,Office REITs ,"Financial intermediation, except insurance and pension funding (65)",0.8782600442506652,0.9935757846607234,0.9999983788017194,0.8826411905042697,0.9935692903715422,0.993563013754622,0.8802798209539138,0.8802798209539138,0.9936231838577431,0.058794078478415515,0.9999965872788734,0.6089493645428692,0.9999983788017194,0.9999771004602808,0.999969117692474,0.9939248933169473,0.9999765184554267,0.020710031077933583,0.020710031077933583,0.8909104986063797,0.0
